"NCBI_ID","Genome_ID","Accession_ID","Taxon_name","Attribute","Attribute_value","Attribute_source","Evidence","Frequency","Confidence_in_curation","Note","Rank","Parent_name","Parent_NCBI_ID","Parent_rank"
391904,NA,NA,"Bifidobacterium longum subsp. infantis ATCC 15697 (Tokyo)","coding genes",2552,"Kegg","igc","usually","high",NA,"strain","Bifidobacterium longum",216816,"species"
1911586,NA,NA,"Marinilactibacillus sp. 15R","coding genes",2552,"Kegg","igc","usually","high",NA,"species","Marinilactibacillus",191769,"genus"
585143,NA,NA,"Staphylococcus aureus subsp. aureus 55/2053","coding genes",2553,"Kegg","igc","usually","high",NA,"strain","Staphylococcus aureus",1280,"species"
478801,NA,NA,"Kytococcus sedentarius","coding genes",2554,"Kegg","igc","usually","high",NA,"strain","Kytococcus sedentarius",1276,"species"
945021,NA,NA,"Tetragenococcus halophilus","coding genes",2555,"Kegg","igc","usually","high",NA,"strain","Tetragenococcus halophilus",51669,"species"
867904,NA,NA,"Methanomethylovorans hollandica","coding genes",2556,"Kegg","igc","usually","high",NA,"strain","Methanomethylovorans hollandica",101192,"species"
1052004,NA,NA,"Granulibacter bethesdensis CGDNIH3","coding genes",2556,"Kegg","igc","usually","high",NA,"strain","Granulibacter bethesdensis",364410,"species"
637971,NA,NA,"Lactobacillus koreensis","coding genes",2556,"Kegg","igc","usually","high",NA,"species","Levilactobacillus",2767886,"genus"
1344584,NA,NA,"Archaeoglobus fulgidus DSM 8774","coding genes",2557,"Kegg","igc","usually","high",NA,"strain","Archaeoglobus fulgidus",2234,"species"
362976,NA,NA,"Haloquadratum walsbyi DSM 16790","coding genes",2560,"Kegg","igc","usually","high",NA,"strain","Haloquadratum walsbyi",293091,"species"
523844,NA,NA,"Methanosarcina thermophila TM-1","coding genes",2560,"Kegg","igc","usually","high",NA,"strain","Methanosarcina thermophila",2210,"species"
136857,NA,NA,"Corynebacterium testudinoris","coding genes",2560,"Kegg","igc","usually","high",NA,"species","Corynebacterium",1716,"genus"
146827,NA,NA,"Corynebacterium simulans","coding genes",2560,"Kegg","igc","usually","high",NA,"species","Corynebacterium",1716,"genus"
161899,NA,NA,"Corynebacterium singulare","coding genes",2561,"Kegg","igc","usually","high",NA,"species","Corynebacterium",1716,"genus"
717959,NA,NA,"Alistipes shahii","coding genes",2563,"Kegg","igc","usually","high",NA,"strain","Alistipes shahii",328814,"species"
289380,NA,NA,"Clostridium perfringens SM101","coding genes",2566,"Kegg","igc","usually","high",NA,"strain","Clostridium perfringens",1502,"species"
152331,NA,NA,"Lactobacillus parabuchneri","coding genes",2566,"Kegg","igc","usually","high",NA,"species","Lentilactobacillus",2767893,"genus"
53345,NA,NA,"Enterococcus durans","coding genes",2569,"Kegg","igc","usually","high",NA,"species","Enterococcus",1350,"genus"
653733,NA,NA,"Desulfurispirillum indicum","coding genes",2571,"Kegg","igc","usually","high",NA,"strain","Desulfurispirillum indicum",936456,"species"
1150461,NA,NA,"Bifidobacterium scardovii","coding genes",2572,"Kegg","igc","usually","high",NA,"strain","Bifidobacterium scardovii",158787,"species"
499177,NA,NA,"Acetoanaerobium sticklandii","coding genes",2573,"Kegg","igc","usually","high",NA,"strain","Acetoanaerobium sticklandii",1511,"species"
660470,NA,NA,"Mesotoga prima","coding genes",2574,"Kegg","igc","usually","high",NA,"strain","Mesotoga prima",1184387,"species"
389348,NA,NA,"Protochlamydia naegleriophila","coding genes",2575,"Kegg","igc","usually","high",NA,"species","Candidatus Protochlamydia",282132,"genus"
869816,NA,NA,"Staphylococcus aureus subsp. aureus JKD6159 (CA-MRSA)","coding genes",2577,"Kegg","igc","usually","high",NA,"strain","Staphylococcus aureus",1280,"species"
1224164,NA,NA,"Corynebacterium vitaeruminis","coding genes",2577,"Kegg","igc","usually","high",NA,"strain","Corynebacterium vitaeruminis",38305,"species"
474186,NA,NA,"Enterococcus faecalis OG1RF","coding genes",2579,"Kegg","igc","usually","high",NA,"strain","Enterococcus faecalis",1351,"species"
1201294,NA,NA,"Methanoculleus bourgensis","coding genes",2580,"Kegg","igc","usually","high",NA,"strain","Methanoculleus bourgensis",83986,"species"
314282,NA,NA,"Psychromonas sp. CNPT3","coding genes",2580,"Kegg","igc","usually","high",NA,"species","Psychromonas",67572,"genus"
1001583,NA,NA,"Lactobacillus brevis KB290","coding genes",2582,"Kegg","igc","usually","high",NA,"strain","Levilactobacillus brevis",1580,"species"
1198232,NA,NA,"Cycloclasticus zancles","coding genes",2584,"Kegg","igc","usually","high",NA,"strain","Cycloclasticus zancles",1329899,"species"
1224163,NA,NA,"Corynebacterium maris","coding genes",2584,"Kegg","igc","usually","high",NA,"strain","Corynebacterium maris",575200,"species"
1160721,NA,NA,"Ruminococcus bicirculans","coding genes",2585,"Kegg","igc","usually","high",NA,"species","Ruminococcus",1263,"genus"
273068,NA,NA,"Thermoanaerobacter tengcongensis","coding genes",2588,"Kegg","igc","usually","high",NA,"strain","Caldanaerobacter subterraneus",911092,"species"
1118959,NA,NA,"Staphylococcus aureus subsp. aureus M013 (CA-MRSA)","coding genes",2591,"Kegg","igc","usually","high",NA,"strain","Staphylococcus aureus",1280,"species"
1280,NA,NA,"Staphylococcus aureus MS4","coding genes",2595,"Kegg","igc","usually","high",NA,"species","Staphylococcus",1279,"genus"
282459,NA,NA,"Staphylococcus aureus subsp. aureus MSSA476 (MSSA)","coding genes",2598,"Kegg","igc","usually","high",NA,"strain","Staphylococcus aureus",1280,"species"
1399116,NA,NA,"Lactococcus lactis subsp. lactis KLDS 4.0325","coding genes",2598,"Kegg","igc","usually","high",NA,"strain","Lactococcus lactis",1358,"species"
1690483,NA,NA,"Bacteroidetes bacterium","coding genes",2598,"Kegg","igc","usually","high",NA,"species","Bacteroidetes",976,"phylum"
1266923,NA,NA,"Brachyspira hyodysenteriae ATCC 27164","coding genes",2600,"Kegg","igc","usually","high",NA,"strain","Brachyspira hyodysenteriae",159,"species"
580327,NA,NA,"Thermoanaerobacterium thermosaccharolyticum DSM 571","coding genes",2601,"Kegg","igc","usually","high",NA,"strain","Thermoanaerobacterium thermosaccharolyticum",1517,"species"
1241935,NA,NA,"Sulfolobus islandicus LAL14/1","coding genes",2601,"Kegg","igc","usually","high",NA,"strain","Sulfolobus islandicus",43080,"species"
75985,NA,NA,"Mannheimia haemolytica 89010807N lktA-","coding genes",2603,"Kegg","igc","usually","high",NA,"species","Mannheimia",75984,"genus"
451515,NA,NA,"Staphylococcus aureus subsp. aureus USA300_FPR3757 (CA-MRSA)","coding genes",2604,"Kegg","igc","usually","high",NA,"no rank","Staphylococcus aureus subsp. aureus USA300",367830,"strain"
1913577,NA,NA,"Gramella sp. LPB0144","coding genes",2604,"Kegg","igc","usually","high",NA,"species","Gramella",292691,"genus"
64091,NA,NA,"Halobacterium salinarum NRC-1","coding genes",2605,"Kegg","igc","usually","high",NA,"strain","Halobacterium salinarum",2242,"species"
178306,NA,NA,"Pyrobaculum aerophilum","coding genes",2605,"Kegg","igc","usually","high",NA,"strain","Pyrobaculum aerophilum",13773,"species"
1051974,NA,NA,"Granulibacter bethesdensis CGDNIH2","coding genes",2605,"Kegg","igc","usually","high",NA,"strain","Granulibacter bethesdensis",364410,"species"
75985,NA,NA,"Mannheimia haemolytica 89010807N","coding genes",2606,"Kegg","igc","usually","high",NA,"species","Mannheimia",75984,"genus"
869209,NA,NA,"Treponema succinifaciens","coding genes",2608,"Kegg","igc","usually","high",NA,"strain","Treponema succinifaciens",167,"species"
427317,NA,NA,"Sulfolobus islandicus M.14.25","coding genes",2609,"Kegg","igc","usually","high",NA,"strain","Sulfolobus islandicus",43080,"species"
1288,NA,NA,"Staphylococcus xylosus C2a","coding genes",2609,"Kegg","igc","usually","high",NA,"species","Staphylococcus",1279,"genus"
1423891,NA,NA,"Brucella ceti TE10759-12","coding genes",2611,"Kegg","igc","usually","high",NA,"strain","Brucella ceti",120577,"species"
571800,NA,NA,"Psychrobacter sp. G","coding genes",2614,"Kegg","igc","usually","high",NA,"species","Psychrobacter",497,"genus"
712122,NA,NA,"Actinomyces sp. oral taxon 414","coding genes",2616,"Kegg","igc","usually","high",NA,"species","Actinomyces",1654,"genus"
1182568,NA,NA,"Deinococcus puniceus","coding genes",2617,"Kegg","igc","usually","high",NA,"species","Deinococcus",1298,"genus"
1184267,NA,NA,"Bdellovibrio exovorus","coding genes",2618,"Kegg","igc","usually","high",NA,"strain","Pseudobdellovibrio exovorus",453816,"species"
1042156,NA,NA,"Clostridium sp. SY8519","coding genes",2619,"Kegg","igc","usually","high",NA,"species","Clostridium",1485,"genus"
246194,NA,NA,"Carboxydothermus hydrogenoformans","coding genes",2620,"Kegg","igc","usually","high",NA,"strain","Carboxydothermus hydrogenoformans",129958,"species"
589865,NA,NA,"Desulfurivibrio alkaliphilus","coding genes",2620,"Kegg","igc","usually","high",NA,"strain","Desulfurivibrio alkaliphilus",427923,"species"
1155084,NA,NA,"Staphylococcus aureus subsp. aureus 71193","coding genes",2623,"Kegg","igc","usually","high",NA,"no rank","Staphylococcus aureus subsp. aureus ST398",523796,"strain"
1052095,NA,NA,"Granulibacter bethesdensis CGDNIH4","coding genes",2623,"Kegg","igc","usually","high",NA,"strain","Granulibacter bethesdensis",364410,"species"
1699622,NA,NA,"Psychrobacter sp. P2G3","coding genes",2623,"Kegg","igc","usually","high",NA,"species","Psychrobacter",497,"genus"
158879,NA,NA,"Staphylococcus aureus subsp. aureus N315 (MRSA/VSSA)","coding genes",2624,"Kegg","igc","usually","high",NA,"strain","Staphylococcus aureus",1280,"species"
426430,NA,NA,"Staphylococcus aureus subsp. aureus Newman","coding genes",2624,"Kegg","igc","usually","high",NA,"strain","Staphylococcus aureus",1280,"species"
946483,NA,NA,"Symbiobacter mobilis","coding genes",2626,"Kegg","igc","usually","high",NA,"strain","Candidatus Symbiobacter mobilis",1436290,"species"
283942,NA,NA,"Idiomarina loihiensis L2TR","coding genes",2628,"Kegg","igc","usually","high",NA,"strain","Idiomarina loihiensis",135577,"species"
1280,NA,NA,"Staphylococcus aureus NRS 100","coding genes",2628,"Kegg","igc","usually","high",NA,"species","Staphylococcus",1279,"genus"
1336794,NA,NA,"Formosa sp. Hel1_33_131","coding genes",2628,"Kegg","igc","usually","high",NA,"species","Formosa",225842,"genus"
196620,NA,NA,"Staphylococcus aureus subsp. aureus MW2 (CA-MRSA)","coding genes",2632,"Kegg","igc","usually","high",NA,"strain","Staphylococcus aureus",1280,"species"
523791,NA,NA,"Kangiella koreensis","coding genes",2632,"Kegg","igc","usually","high",NA,"strain","Kangiella koreensis",261964,"species"
96345,NA,NA,"Flavobacterium psychrophilum CSF259-93","coding genes",2634,"Kegg","igc","usually","high",NA,"species","Flavobacterium",237,"genus"
313598,NA,NA,"Polaribacter sp. MED152","coding genes",2635,"Kegg","igc","usually","high",NA,"species","Polaribacter",52959,"genus"
110662,NA,NA,"Synechococcus sp. CC9605","coding genes",2638,"Kegg","igc","usually","high",NA,"species","Synechococcus",1129,"genus"
1104325,NA,NA,"Enterococcus faecium NRRL B-2354","coding genes",2639,"Kegg","igc","usually","high",NA,NA,NA,NA,NA
155920,NA,NA,"Xylella fastidiosa subsp. sandyi Ann-1","coding genes",2639,"Kegg","igc","usually","high",NA,"strain","Xylella fastidiosa",2371,"species"
1637999,NA,NA,"Verrucomicrobia bacterium IMCC26134","coding genes",2640,"Kegg","igc","usually","high",NA,"species","Verrucomicrobia",74201,"phylum"
1161918,NA,NA,"Brachyspira pilosicoli WesB","coding genes",2641,"Kegg","igc","usually","high",NA,"strain","Brachyspira pilosicoli",52584,"species"
1261126,NA,NA,"Mannheimia haemolytica D153","coding genes",2641,"Kegg","igc","usually","high",NA,"strain","Mannheimia haemolytica",75985,"species"
1834200,NA,NA,"Parabacteroides sp. YL27","coding genes",2641,"Kegg","igc","usually","high",NA,NA,NA,NA,NA
1041826,NA,NA,"Flavobacterium columnare","coding genes",2642,"Kegg","igc","usually","high",NA,"strain","Flavobacterium columnare",996,"species"
565034,NA,NA,"Brachyspira hyodysenteriae WA1","coding genes",2644,"Kegg","igc","usually","high",NA,"strain","Brachyspira hyodysenteriae",159,"species"
930945,NA,NA,"Sulfolobus islandicus REY15A","coding genes",2644,"Kegg","igc","usually","high",NA,"strain","Sulfolobus islandicus",43080,"species"
166314,NA,NA,"Synechococcus sp. WH 8109","coding genes",2644,"Kegg","igc","usually","high",NA,"species","Synechococcus",1129,"genus"
407035,NA,NA,"Salinicoccus halodurans","coding genes",2644,"Kegg","igc","usually","high",NA,"species","Salinicoccus",45669,"genus"
282676,NA,NA,"Acidianus manzaensis","coding genes",2644,"Kegg","igc","usually","high",NA,"species","Acidianus",12914,"genus"
1209989,NA,NA,"Tepidanaerobacter acetatoxydans Re1","coding genes",2645,"Kegg","igc","usually","high",NA,"strain","Tepidanaerobacter acetatoxydans",499229,"species"
1350461,NA,NA,"Synechococcus sp. UTEX 2973","coding genes",2645,"Kegg","igc","usually","high",NA,"no rank","Synechococcus elongatus PCC 6301",269084,"strain"
1121353,NA,NA,"Corynebacterium callunae","coding genes",2647,"Kegg","igc","usually","high",NA,"strain","Corynebacterium callunae",1721,"species"
1321370,NA,NA,"Idiomarina loihiensis GSL 199","coding genes",2649,"Kegg","igc","usually","high",NA,"strain","Idiomarina loihiensis",135577,"species"
290317,NA,NA,"Chlorobium phaeobacteroides DSM 266","coding genes",2650,"Kegg","igc","usually","high",NA,"strain","Chlorobium phaeobacteroides",1096,"species"
881621,NA,NA,"Listeria ivanovii subsp. ivanovii PAM 55","coding genes",2650,"Kegg","igc","usually","high",NA,"strain","Listeria ivanovii",1638,"species"
768065,NA,NA,"Haloquadratum walsbyi C23","coding genes",2650,"Kegg","igc","usually","high",NA,"strain","Haloquadratum walsbyi",293091,"species"
703339,NA,NA,"Staphylococcus aureus 04-02981","coding genes",2650,"Kegg","igc","usually","high",NA,"strain","Staphylococcus aureus",1280,"species"
685039,NA,NA,"Staphylococcus aureus subsp. aureus ED133","coding genes",2653,"Kegg","igc","usually","high",NA,"strain","Staphylococcus aureus",1280,"species"
1321369,NA,NA,"Staphylococcus aureus Bmb9393","coding genes",2653,"Kegg","igc","usually","high",NA,"strain","Staphylococcus aureus",1280,"species"
502682,NA,NA,"Erythrobacter gangjinensis","coding genes",2653,"Kegg","igc","usually","high",NA,"species","Aurantiacibacter",2800681,"genus"
521011,NA,NA,"Candidatus Methanosphaerula palustris","coding genes",2655,"Kegg","igc","usually","high",NA,"strain","Methanosphaerula palustris",475088,"species"
282458,NA,NA,"Staphylococcus aureus subsp. aureus MRSA252 (MRSA)","coding genes",2656,"Kegg","igc","usually","high",NA,"strain","Staphylococcus aureus",1280,"species"
693977,NA,NA,"Deinococcus proteolyticus","coding genes",2656,"Kegg","igc","usually","high",NA,"strain","Deinococcus proteolyticus",55148,"species"
1123523,NA,NA,"Staphylococcus aureus subsp. aureus 11819-97 (CA-MRSA)","coding genes",2656,"Kegg","igc","usually","high",NA,"strain","Staphylococcus aureus",1280,"species"
1368166,NA,NA,"Staphylococcus aureus subsp. aureus SA268 (CA-MRSA)","coding genes",2656,"Kegg","igc","usually","high",NA,"strain","Staphylococcus aureus",1280,"species"
427318,NA,NA,"Sulfolobus islandicus M.16.27","coding genes",2657,"Kegg","igc","usually","high",NA,"strain","Sulfolobus islandicus",43080,"species"
868595,NA,NA,"Desulfotomaculum nigrificans","coding genes",2657,"Kegg","igc","usually","high",NA,"strain","Desulfotomaculum nigrificans",1565,"species"
1133568,NA,NA,"Brachyspira pilosicoli B2904","coding genes",2658,"Kegg","igc","usually","high",NA,"strain","Brachyspira pilosicoli",52584,"species"
543877,NA,NA,"Altererythrobacter marensis","coding genes",2660,"Kegg","igc","usually","high",NA,"species","Pelagerythrobacter",2800685,"genus"
1140,NA,NA,"Synechococcus elongatus PCC7942","coding genes",2661,"Kegg","igc","usually","high",NA,"strain","Synechococcus elongatus",32046,"species"
1850252,NA,NA,"Tenacibaculum sp. LPB0136","coding genes",2661,"Kegg","igc","usually","high",NA,"species","Tenacibaculum",104267,"genus"
290633,NA,NA,"Gluconobacter oxydans 621H","coding genes",2664,"Kegg","igc","usually","high",NA,"strain","Gluconobacter oxydans",442,"species"
521460,NA,NA,"Caldicellulosiruptor bescii","coding genes",2666,"Kegg","igc","usually","high",NA,"strain","Caldicellulosiruptor bescii",31899,"species"
1094466,NA,NA,"Flavobacterium indicum","coding genes",2671,"Kegg","igc","usually","high",NA,"strain","Flavobacterium indicum",312277,"species"
106634,NA,NA,"Thioalkalivibrio versutus","coding genes",2672,"Kegg","igc","usually","high",NA,"species","Thioalkalivibrio",106633,"genus"
521006,NA,NA,"Neisseria gonorrhoeae NCCP11945","coding genes",2674,"Kegg","igc","usually","high",NA,"strain","Neisseria gonorrhoeae",485,"species"
1561023,NA,NA,"Curtobacterium sp. MR_MD2014","coding genes",2675,"Kegg","igc","usually","high",NA,"species","Curtobacterium",2034,"genus"
93062,NA,NA,"Staphylococcus aureus subsp. aureus COL (MRSA)","coding genes",2676,"Kegg","igc","usually","high",NA,"strain","Staphylococcus aureus",1280,"species"
261164,NA,NA,"Psychrobacter alimentarius","coding genes",2677,"Kegg","igc","usually","high",NA,"species","Psychrobacter",497,"genus"
555311,NA,NA,"Sulfolobus solfataricus 98/2","coding genes",2679,"Kegg","igc","usually","high",NA,"strain","Saccharolobus solfataricus",2287,"species"
502558,NA,NA,"Eggerthella sp. YY7918","coding genes",2680,"Kegg","igc","usually","high",NA,"species","Eggerthella",84111,"genus"
546342,NA,NA,"Staphylococcus aureus subsp. aureus JKD6008 (MRSA/VISA)","coding genes",2680,"Kegg","igc","usually","high",NA,"strain","Staphylococcus aureus",1280,"species"
1646498,NA,NA,"Acinetobacter sp. TTH0-4","coding genes",2680,"Kegg","igc","usually","high",NA,"species","Acinetobacter",469,"genus"
1051650,NA,NA,"Lactobacillus casei 12A","coding genes",2681,"Kegg","igc","usually","high",NA,"strain","Lacticaseibacillus casei",1582,"species"
246432,NA,NA,"Staphylococcus equorum","coding genes",2681,"Kegg","igc","usually","high",NA,"species","Staphylococcus",1279,"genus"
351627,NA,NA,"Caldicellulosiruptor saccharolyticus","coding genes",2682,"Kegg","igc","usually","high",NA,"strain","Caldicellulosiruptor saccharolyticus",44001,"species"
92947,NA,NA,"Ketogulonicigenium robustum","coding genes",2682,"Kegg","igc","usually","high",NA,"species","Ketogulonicigenium",92944,"genus"
202751,NA,NA,"Listeria ivanovii subsp. ivanovii WSLC 3010","coding genes",2683,"Kegg","igc","usually","high",NA,"subspecies","Listeria ivanovii",1638,"species"
1150389,NA,NA,"Flavobacteriaceae bacterium UJ101","coding genes",2683,"Kegg","igc","usually","high",NA,"species","Flavobacteriaceae",49546,"family"
314260,NA,NA,"Parvularcula bermudensis","coding genes",2687,"Kegg","igc","usually","high",NA,"strain","Parvularcula bermudensis",208216,"species"
1121335,NA,NA,"Clostridium stercorarium subsp. stercorarium DSM 8532","coding genes",2687,"Kegg","igc","usually","high",NA,"strain","Thermoclostridium stercorarium",1510,"species"
1311760,NA,NA,"Mannheimia haemolytica D174","coding genes",2687,"Kegg","igc","usually","high",NA,"strain","Mannheimia haemolytica",75985,"species"
451516,NA,NA,"Staphylococcus aureus subsp. aureus USA300_TCH1516 (CA-MSSA)","coding genes",2689,"Kegg","igc","usually","high",NA,"no rank","Staphylococcus aureus subsp. aureus USA300",367830,"strain"
681288,NA,NA,"Staphylococcus aureus subsp. aureus ED98","coding genes",2689,"Kegg","igc","usually","high",NA,"strain","Staphylococcus aureus",1280,"species"
754477,NA,NA,"Methylophaga frappieri","coding genes",2691,"Kegg","igc","usually","high",NA,"species","Methylophaga",40222,"genus"
1420916,NA,NA,"Marinobacter similis","coding genes",2692,"Kegg","igc","usually","high",NA,"species","Marinobacter",2742,"genus"
2287,NA,NA,"Sulfolobus solfataricus SULC","coding genes",2692,"Kegg","igc","usually","high",NA,"species","Saccharolobus",2100760,"genus"
279808,NA,NA,"Staphylococcus haemolyticus JCSC1435","coding genes",2694,"Kegg","igc","usually","high",NA,"strain","Staphylococcus haemolyticus",1283,"species"
1230341,NA,NA,"Salimicrobium jeotgali","coding genes",2695,"Kegg","igc","usually","high",NA,"species","Salimicrobium",351195,"genus"
2287,NA,NA,"Sulfolobus solfataricus SULA","coding genes",2696,"Kegg","igc","usually","high",NA,"species","Saccharolobus",2100760,"genus"
1366053,NA,NA,"Mannheimia haemolytica USMARC_2286","coding genes",2698,"Kegg","igc","usually","high",NA,"strain","Mannheimia haemolytica",75985,"species"
418127,NA,NA,"Staphylococcus aureus subsp. aureus Mu3 (MRSA/hetero-VISA)","coding genes",2699,"Kegg","igc","usually","high",NA,"strain","Staphylococcus aureus",1280,"species"
548473,NA,NA,"Staphylococcus aureus subsp. aureus TCH60","coding genes",2700,"Kegg","igc","usually","high",NA,"strain","Staphylococcus aureus",1280,"species"
2287,NA,NA,"Sulfolobus solfataricus SULB","coding genes",2700,"Kegg","igc","usually","high",NA,"species","Saccharolobus",2100760,"genus"
663278,NA,NA,"Ethanoligenens harbinense","coding genes",2701,"Kegg","igc","usually","high",NA,"strain","Ethanoligenens harbinense",253239,"species"
216432,NA,NA,"Croceibacter atlanticus","coding genes",2702,"Kegg","igc","usually","high",NA,"strain","Croceibacter atlanticus",313588,"species"
1850254,NA,NA,"Arcobacter sp. LPB0137","coding genes",2702,"Kegg","igc","usually","high",NA,"species","Poseidonibacter",2321187,"genus"
1229492,NA,NA,"Staphylococcus aureus 08BA02176","coding genes",2703,"Kegg","igc","usually","high",NA,"strain","Staphylococcus aureus",1280,"species"
478009,NA,NA,"Halobacterium salinarum","coding genes",2707,"Kegg","igc","usually","high",NA,"strain","Halobacterium salinarum",2242,"species"
324925,NA,NA,"Pelodictyon phaeoclathratiforme","coding genes",2707,"Kegg","igc","usually","high",NA,"strain","Pelodictyon phaeoclathratiforme",34090,"species"
1324350,NA,NA,"Acinetobacter equi","coding genes",2707,"Kegg","igc","usually","high",NA,"species","Acinetobacter",469,"genus"
517418,NA,NA,"Chloroherpeton thalassium","coding genes",2710,"Kegg","igc","usually","high",NA,"strain","Chloroherpeton thalassium",100716,"species"
683837,NA,NA,"Listeria seeligeri","coding genes",2710,"Kegg","igc","usually","high",NA,"strain","Listeria seeligeri",1640,"species"
523796,NA,NA,"Staphylococcus aureus subsp. aureus ST398 (MRSA)","coding genes",2710,"Kegg","igc","usually","high",NA,"strain","Staphylococcus aureus",1280,"species"
1006543,NA,NA,"Staphylococcus aureus subsp. aureus T0131 (MRSA)","coding genes",2711,"Kegg","igc","usually","high",NA,"strain","Staphylococcus aureus",1280,"species"
887061,NA,NA,"Methylovorus sp. MP688","coding genes",2712,"Kegg","igc","usually","high",NA,"species","Methylovorus",81682,"genus"
698948,NA,NA,"Thermoanaerobacterium thermosaccharolyticum M0795","coding genes",2714,"Kegg","igc","usually","high",NA,"strain","Thermoanaerobacterium thermosaccharolyticum",1517,"species"
195102,NA,NA,"Clostridium perfringens 13","coding genes",2723,"Kegg","igc","usually","high",NA,"strain","Clostridium perfringens",1502,"species"
930943,NA,NA,"Sulfolobus islandicus HVE10/4","coding genes",2723,"Kegg","igc","usually","high",NA,"strain","Sulfolobus islandicus",43080,"species"
931089,NA,NA,"Corynebacterium deserti","coding genes",2724,"Kegg","igc","usually","high",NA,"strain","Corynebacterium deserti",1408191,"species"
1323661,NA,NA,"Staphylococcus aureus CA-347","coding genes",2725,"Kegg","igc","usually","high",NA,"strain","Staphylococcus aureus",1280,"species"
359786,NA,NA,"Staphylococcus aureus subsp. aureus JH9 (MRSA/VRSA)","coding genes",2726,"Kegg","igc","usually","high",NA,"strain","Staphylococcus aureus",1280,"species"
1193576,NA,NA,"Staphylococcus aureus subsp. aureus CN1 (CA-MRSA)","coding genes",2726,"Kegg","igc","usually","high",NA,"no rank","Staphylococcus aureus subsp. aureus ST72",1196216,"strain"
1305598,NA,NA,"Staphylococcus aureus M1","coding genes",2727,"Kegg","igc","usually","high",NA,"strain","Staphylococcus aureus",1280,"species"
1316932,NA,NA,"Mannheimia haemolytica M42548","coding genes",2728,"Kegg","igc","usually","high",NA,"strain","Mannheimia haemolytica",75985,"species"
1249531,NA,NA,"Mannheimia haemolytica USDA-ARS-USMARC-183","coding genes",2731,"Kegg","igc","usually","high",NA,"strain","Mannheimia haemolytica",75985,"species"
930782,NA,NA,"Listeria monocytogenes J1-220","coding genes",2731,"Kegg","igc","usually","high",NA,"strain","Listeria monocytogenes",1639,"species"
158878,NA,NA,"Staphylococcus aureus subsp. aureus Mu50 (MRSA/VISA)","coding genes",2733,"Kegg","igc","usually","high",NA,"strain","Staphylococcus aureus",1280,"species"
1261557,NA,NA,"Enterococcus faecalis Symbioflor 1","coding genes",2733,"Kegg","igc","usually","high",NA,"strain","Enterococcus faecalis",1351,"species"
585423,NA,NA,"Synechococcus sp. KORDI-49","coding genes",2734,"Kegg","igc","usually","high",NA,"species","Synechococcus",1129,"genus"
426118,NA,NA,"Sulfolobus islandicus M.16.4","coding genes",2736,"Kegg","igc","usually","high",NA,"strain","Sulfolobus islandicus",43080,"species"
429572,NA,NA,"Sulfolobus islandicus L.S.2.15","coding genes",2738,"Kegg","igc","usually","high",NA,"strain","Sulfolobus islandicus",43080,"species"
657322,NA,NA,"Faecalibacterium prausnitzii SL3/3","coding genes",2746,"Kegg","igc","usually","high",NA,"strain","Faecalibacterium prausnitzii",853,"species"
1458279,NA,NA,"Staphylococcus aureus USA300-ISMMS1","coding genes",2748,"Kegg","igc","usually","high",NA,"strain","Staphylococcus aureus",1280,"species"
1945662,NA,NA,"Paracoccus contaminans","coding genes",2748,"Kegg","igc","usually","high",NA,"species","Paracoccus",265,"genus"
268739,NA,NA,"Natronomonas moolapensis","coding genes",2749,"Kegg","igc","usually","high",NA,"strain","Natronomonas moolapensis",416273,"species"
60520,NA,NA,"Lactobacillus paraplantarum","coding genes",2751,"Kegg","igc","usually","high",NA,"species","Lactiplantibacillus",2767842,"genus"
1790137,NA,NA,"Wenyingzhuangia fucanilytica","coding genes",2752,"Kegg","igc","usually","high",NA,"species","Wenyingzhuangia",1518147,"genus"
265072,NA,NA,"Methylobacillus flagellatus","coding genes",2753,"Kegg","igc","usually","high",NA,"strain","Methylobacillus flagellatus",405,"species"
202752,NA,NA,"Listeria ivanovii subsp. londoniensis WSLC 30167","coding genes",2754,"Kegg","igc","usually","high",NA,"subspecies","Listeria ivanovii",1638,"species"
588932,NA,NA,"Brevundimonas naejangsanensis","coding genes",2754,"Kegg","igc","usually","high",NA,"species","Brevundimonas",41275,"genus"
393595,NA,NA,"Alcanivorax borkumensis","coding genes",2755,"Kegg","igc","usually","high",NA,"strain","Alcanivorax borkumensis",59754,"species"
568703,NA,NA,"Lactobacillus rhamnosus GG","coding genes",2755,"Kegg","igc","usually","high",NA,"strain","Lacticaseibacillus rhamnosus",47715,"species"
768486,NA,NA,"Enterococcus hirae","coding genes",2755,"Kegg","igc","usually","high",NA,"strain","Enterococcus hirae",1354,"species"
882097,NA,NA,"Listeria monocytogenes SLCC2376","coding genes",2755,"Kegg","igc","usually","high",NA,"strain","Listeria monocytogenes",1639,"species"
1699624,NA,NA,"Psychrobacter sp. P11G5","coding genes",2755,"Kegg","igc","usually","high",NA,"species","Psychrobacter",497,"genus"
718252,NA,NA,"Faecalibacterium prausnitzii L2-6","coding genes",2756,"Kegg","igc","usually","high",NA,"strain","Faecalibacterium prausnitzii",853,"species"
1231624,NA,NA,"Asaia bogorensis","coding genes",2758,"Kegg","igc","usually","high",NA,"strain","Asaia bogorensis",91915,"species"
321327,NA,NA,"Synechococcus sp. JA-3-3Ab","coding genes",2760,"Kegg","igc","usually","high",NA,"species","Synechococcus",1129,"genus"
